datetime,filename,node,log
"""2017-04-18 13:42:16.334000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:42:16.334 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:44:46.703000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:44:46.703 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:44:52.810000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:44:52.810 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:47:31.487000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:47:31.487 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:47:37.576000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:47:37.576 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:50:23.689000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:50:23.689 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:50:29.777000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:50:29.777 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:53:09.318000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:53:09.318 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:53:15.415000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:53:15.415 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:57:51.464000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:57:51.464 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 13:57:57.534000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 13:57:57.534 2017: [E] Killing connection from 10.137.239.112 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 14:00:41.424000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 14:00:41.424 2017: [E] Killing connection from 10.137.239.113 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 14:00:47.519000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 14:00:47.519 2017: [E] Killing connection from 10.137.239.113 because the group is not ready for it to rejoin, err 46
"
"""2017-04-18 14:03:26.339000""",mmfs.logs.gssio1-bkp-hs,gssio1-bkp-hs_0620151512,"Tue Apr 18 14:03:26.339 2017: [E] Killing connection from 10.137.239.113 because the group is not ready for it to rejoin, err 46
"
